Date,Ocean,Region,Location,Depth (m),Temperature (ºC),Salinity (PSU),Phosphate (mg/L),Silicate (mg/L),Nitrate (mg/L),pH,Chlorophyll (µg/L),Alkalinity (mg/L),Dissolved Organic Carbon (µmol/kg),Iron (mg/L),Latitude,Longitude
2019-07-12,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),0.9,27.96870334,34.31996377,NA,NA,NA,7.99461209,NA,231.30448685,1967.7,NA,19.3974,-155.66616
2010-04-15,Pacific,Pacific Remote Islands Area,Kingman Reef,13.4,27.9711,34.81577075,NA,NA,NA,7.984060078,NA,230.97619165,1967,NA,6.38401,-162.41667
2016-05-17,Pacific,Pacific Remote Islands Area,Jarvis Island,7.6,27.97236667,35.27856667,NA,NA,NA,7.928645522,NA,238.12687147499997,2058.9,NA,-0.37641,-159.99755
2016-05-17,Pacific,Pacific Remote Islands Area,Jarvis Island,9.1,27.97236667,35.27856667,NA,NA,NA,7.936759191,NA,238.619314275,2058.8,NA,-0.37641,-159.99755
2010-04-15,Pacific,Pacific Remote Islands Area,Kingman Reef,0.9,27.9728,34.84062087,NA,NA,NA,8.01660055,NA,233.5409979,1970.7,NA,6.38401,-162.41667
2018-07-13,Pacific,American Samoa,Ta'u,1,27.97295238,35.16471905,NA,NA,NA,8.075794677,NA,238.40387055,1974,NA,-14.23318,-169.46381
2010-04-14,Pacific,Pacific Remote Islands Area,Kingman Reef,0.9,27.9737,34.82477126,NA,NA,NA,7.99996569,NA,232.46377927499998,1971.1,NA,6.38401,-162.41667
2010-09-24,Pacific,Hawaiian Archipelago,Lisianski Island,8.2,27.974,35.99259519,NA,NA,NA,7.843729187,NA,222.64570094999993,1958.4,NA,26.06534,-173.96715
2016-09-21,Pacific,Hawaiian Archipelago,Lisianski Island,13.1,27.974,35.3219,NA,NA,NA,7.920470574,NA,223.08684762499996,1927.8,NA,26.06534,-173.96715
2016-09-21,Pacific,Hawaiian Archipelago,Lisianski Island,14.6,27.974,35.3219,NA,NA,NA,7.924966206,NA,223.40488359999998,1928.3,NA,26.06534,-173.96715
2019-08-02,Pacific,Hawaiian Archipelago,Oahu,1,27.97585581,34.66922783,NA,NA,NA,8.027819859,NA,234.064218375,1969.9,NA,21.54324,158.13259
2014-04-04,Pacific,Guam and Marianas Islands,Guam,15.8,27.9778,34.7621,NA,NA,NA,8.038410032,NA,232.5971492,1949.5,NA,13.4506,144.76817
2010-04-15,Pacific,Pacific Remote Islands Area,Kingman Reef,13.7,27.9796,34.84042519,NA,NA,NA,8.014260362,NA,233.51022022499998,1971.5,NA,6.38401,-162.41667
2014-03-28,Pacific,Guam and Marianas Islands,Guam,12.5,27.9811,34.706,NA,NA,NA,8.030351375,NA,232.39196469999996,1953.1,NA,13.4506,144.76817
2018-07-15,Pacific,American Samoa,Rose Atoll,1,27.98148833,35.50605,NA,NA,NA,8.073774069,NA,239.4913484,1981.9,NA,-14.54176,-168.15616
2016-08-11,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),0.9,27.9815,34.5153,NA,NA,NA,8.019817452,NA,234.084736825,1976,NA,19.3974,-155.66616
2019-07-30,Pacific,Hawaiian Archipelago,Oahu,1,27.98430402,34.70120891,NA,NA,NA,8.033489098,NA,233.694886275,1962.9,NA,21.54324,158.13259
2010-04-14,Pacific,Pacific Remote Islands Area,Kingman Reef,10.7,27.985,34.80540104,NA,NA,NA,7.996140358,NA,232.032891825,1969.4,NA,6.38401,-162.41667
2019-07-17,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),15.2,27.98668696,34.4,NA,NA,NA,7.981032693,NA,231.909781125,1979.8,NA,19.3974,-155.66616
2018-07-03,Pacific,American Samoa,Tutuila,1,27.98798125,35.30961875,NA,NA,NA,8.052624656,NA,235.84932352500002,1965.2,NA,-14.29665,-170.72425
2016-09-21,Pacific,Hawaiian Archipelago,Lisianski Island,14.6,27.9885,35.2947,NA,NA,NA,7.929799318,NA,222.12248047499997,1914.3,NA,26.06534,-173.96715
2016-08-16,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),11.6,27.9895,34.7471,NA,NA,NA,8.034286819,NA,233.78721929999998,1962.6,NA,19.3974,-155.66616
2018-07-29,Pacific,Pacific Remote Islands Area,Jarvis Island,1,27.99255652,35.21361304,NA,NA,NA,7.999130818,NA,236.40332167499997,2003.5,NA,-0.37641,-159.99755
2016-05-23,Pacific,Pacific Remote Islands Area,Jarvis Island,0.9,27.9927,35.233,NA,NA,NA,7.955916541,NA,237.96272387499997,2042.4,NA,-0.37641,-159.99755
2016-08-10,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),11.3,27.9932,34.6742,NA,NA,NA,8.040501592,NA,233.43840565000002,1956.3,NA,19.3974,-155.66616
2014-05-02,Pacific,Guam and Marianas Islands,Alamagan,14.6,27.9947,34.9593,NA,NA,NA,8.064168219,NA,235.24402924999998,1955,NA,17.60149,145.83239
2016-09-25,Pacific,Hawaiian Archipelago,French Frigate Shoals,16.8,27.9953,35.0465,NA,NA,NA,8.046812231,NA,235.84932352500002,1970.5,NA,23.75046,-166.14594
2018-07-17,Pacific,American Samoa,Ta'u,1,27.99615872,35.23739217,NA,NA,NA,8.044987135,NA,239.26564545,2000.4,NA,-14.23318,-169.46381
2018-07-30,Pacific,Pacific Remote Islands Area,Jarvis Island,1,27.99677,35.2047,NA,NA,NA,7.984838933,NA,237.51131797499994,2021.8,NA,-0.37641,-159.99755
2016-07-21,Pacific,Hawaiian Archipelago,Lana'i,0.9,27.9975,34.9359,NA,NA,NA,8.028766692,NA,235.42869530000002,1979.1,NA,20.79023,-156.86916
2015-08-19,Pacific,Hawaiian Archipelago,Lisianski Island,12.8,27.9977,35.6481,NA,NA,NA,7.902975276,NA,229.755343875,1994.8,NA,26.06534,-173.96715
2014-03-28,Pacific,Guam and Marianas Islands,Guam,12.2,27.9981,34.7104,NA,NA,NA,8.034099694,NA,233.31529494999998,1958.8,NA,13.4506,144.76817
2008-09-27,Pacific,Hawaiian Archipelago,Midway Atoll,2.6,27.9999,35.335,NA,NA,NA,8.038946574,NA,237.244578125,1985.6,NA,28.25259327,-177.3330241
2008-09-27,Pacific,Hawaiian Archipelago,Midway Atoll,2.6,27.9999,35.335,NA,NA,NA,8.040400087,NA,237.17276354999998,1984.1,NA,28.25259327,-177.3330241
2008-09-27,Pacific,Hawaiian Archipelago,Midway Atoll,2.6,27.9999,35.335,NA,NA,NA,8.042784677,NA,237.5626141,1986,NA,28.25259327,-177.3330241
2008-09-27,Pacific,Hawaiian Archipelago,Midway Atoll,2.6,27.9999,35.335,NA,NA,NA,8.044948438,NA,237.53183642499997,1984.4,NA,28.25259327,-177.3330241
2016-05-20,Pacific,Pacific Remote Islands Area,Jarvis Island,7,28.0016,35.2514,NA,NA,NA,8.001921044,NA,238.01402000000002,2015.6,NA,-0.37641,-159.99755
2016-05-20,Pacific,Pacific Remote Islands Area,Jarvis Island,5.5,28.0016,35.2514,NA,NA,NA,8.011287711,NA,238.60905505000002,2015.2,NA,-0.37641,-159.99755
2016-09-19,Pacific,Hawaiian Archipelago,Lisianski Island,6.7,28.0033,35.3771,NA,NA,NA,7.903773225,NA,222.52259025,1930.9,NA,26.06534,-173.96715
2016-09-25,Pacific,Hawaiian Archipelago,French Frigate Shoals,0.9,28.0035,34.8966,NA,NA,NA,8.031845287,NA,235.50050987499998,1978.1,NA,23.75046,-166.14594
2018-07-31,Pacific,Pacific Remote Islands Area,Jarvis Island,1,28.00519,35.14733,NA,NA,NA,7.99040883,NA,237.8088355,2021.5,NA,-0.37641,-159.99755
2018-07-29,Pacific,Pacific Remote Islands Area,Jarvis Island,1,28.008242160000002,35.25030294,NA,NA,NA,7.978252697,NA,237.19328199999998,2022.4,NA,-0.37641,-159.99755
2010-04-16,Pacific,Pacific Remote Islands Area,Kingman Reef,0.9,28.0109,34.80618365,NA,NA,NA,8.021537846,NA,234.02318147499994,1972,NA,6.38401,-162.41667
2010-04-12,Pacific,Pacific Remote Islands Area,Palmyra Atoll,10.7,28.0119,34.89287377,NA,NA,NA,7.982908771,NA,234.4848466,1998,NA,5.88248,-162.07633
2010-04-16,Pacific,Pacific Remote Islands Area,Kingman Reef,11.6,28.0133,34.80559669,NA,NA,NA,8.039252071,NA,234.44380969999995,1964.6,NA,6.38401,-162.41667
2014-03-29,Pacific,Guam and Marianas Islands,Guam,15.5,28.0135,34.6434,NA,NA,NA,8.044490344,NA,232.80233369999996,1948.2,NA,13.4506,144.76817
2015-08-19,Pacific,Hawaiian Archipelago,Lisianski Island,0.9,28.0141,35.3032,NA,NA,NA,7.900578292,NA,229.98104682500002,2000.3,NA,26.06534,-173.96715
2011-04-07,Pacific,Guam and Marianas Islands,Saipan,12.2,28.0142,34.837,NA,NA,NA,8.054862479,NA,233.18192502500003,1943.7,NA,15.18333,145.75
2018-07-30,Pacific,Pacific Remote Islands Area,Jarvis Island,1,28.01440455,35.36018182,NA,NA,NA,7.986544503,NA,237.183022775,2016.6,NA,-0.37641,-159.99755
2016-09-19,Pacific,Hawaiian Archipelago,Lisianski Island,0.9,28.0146,35.2584,NA,NA,NA,7.879431748,NA,220.84007734999994,1928.7,NA,26.06534,-173.96715
2019-07-17,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),1,28.01488602,34.16579594,NA,NA,NA,8.034103404,NA,231.55070824999996,1947.5,NA,19.3974,-155.66616
2019-07-20,Pacific,Hawaiian Archipelago,Lana'i,1,28.01931922,34.58580552,NA,NA,NA,8.02871276,NA,233.222961925,1962.2,NA,20.79023,-156.86916
2008-10-08,Pacific,Hawaiian Archipelago,French Frigate Shoals,6.1,28.0206,35.387,NA,NA,NA,8.030352506,NA,233.59229402499997,1958.3,NA,23.75046,-166.14594
2018-07-18,Pacific,American Samoa,Tutuila,1,28.02068,35.17021172,NA,NA,NA,8.060758378,NA,237.285615025,1973.4,NA,-14.29665,-170.72425
2014-03-27,Pacific,Guam and Marianas Islands,Guam,15.2,28.0222,34.6928,NA,NA,NA,8.060318908,NA,232.689482225,1937.1,NA,13.4506,144.76817
2008-09-20,Pacific,Hawaiian Archipelago,Maro Reef,10,28.0233,35.44,NA,NA,NA,7.998986368,NA,233.5820348,1976.5,NA,25.41732,-170.59034
2016-09-15,Pacific,Hawaiian Archipelago,Kure Atoll,0.9,28.0253,32.1595,NA,NA,NA,8.031931834,NA,236.526432375,2008.1,NA,28.39663,-178.29891
2019-08-02,Pacific,Hawaiian Archipelago,Oahu,1,28.02962383,34.63883576,NA,NA,NA,8.037757359,NA,234.18732907499995,1964.7,NA,21.54324,158.13259
2016-09-21,Pacific,Hawaiian Archipelago,Lisianski Island,14.6,28.0307,35.3373,NA,NA,NA,7.913516916,NA,223.743438025,1936.8,NA,26.06534,-173.96715
2016-09-21,Pacific,Hawaiian Archipelago,Lisianski Island,13.1,28.0307,35.3373,NA,NA,NA,7.918127904,NA,223.86654872499997,1935.5,NA,26.06534,-173.96715
2010-04-15,Pacific,Pacific Remote Islands Area,Kingman Reef,0.9,28.0336,34.82633661,NA,NA,NA,7.999963918,NA,233.06907355,1976,NA,6.38401,-162.41667
2018-07-17,Pacific,American Samoa,Ta'u,1,28.0346,35.29613333,NA,NA,NA,8.065275821,NA,238.03453844999999,1975.9,NA,-14.23318,-169.46381
2014-03-29,Pacific,Guam and Marianas Islands,Guam,15.5,28.0357,34.7262,NA,NA,NA,8.062832089,NA,233.469183325,1941.9,NA,13.4506,144.76817
2008-10-09,Pacific,Hawaiian Archipelago,French Frigate Shoals,0.3,28.0374,35.4354,NA,NA,NA,8.011165055,NA,233.222961925,1966.2,NA,23.75046,-166.14594
2019-07-20,Pacific,Hawaiian Archipelago,Lana'i,1,28.03925229,34.56238501,NA,NA,NA,8.03322814,NA,233.40762797499994,1961.1,NA,20.79023,-156.86916
2014-03-28,Pacific,Guam and Marianas Islands,Guam,13.7,28.0419,34.6782,NA,NA,NA,8.074305184,NA,234.55666117500002,1944.5,NA,13.4506,144.76817
2008-09-20,Pacific,Hawaiian Archipelago,Maro Reef,10,28.045,35.439,NA,NA,NA,8.003569074,NA,234.125773725,1978.4,NA,25.41732,-170.59034
2008-09-20,Pacific,Hawaiian Archipelago,Maro Reef,10,28.045,35.4708,NA,NA,NA,8.005590333,NA,234.09499604999996,1976.7,NA,25.41732,-170.59034
2018-07-30,Pacific,Pacific Remote Islands Area,Jarvis Island,1,28.04680625,35.20755625,NA,NA,NA,7.98477476,NA,236.45461780000002,2012,NA,-0.37641,-159.99755
2008-09-19,Pacific,Hawaiian Archipelago,Maro Reef,10,28.0483,35.427,NA,NA,NA,7.993753485,NA,233.448664875,1978.3,NA,25.41732,-170.59034
2019-07-17,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),15.2,28.05366957,34.4,NA,NA,NA,7.980797573,NA,231.86874422499997,1979,NA,19.3974,-155.66616
2014-03-25,Pacific,Guam and Marianas Islands,Guam,1,28.0538,34.5721,NA,NA,NA,8.056317937,NA,232.812592925,1941.5,NA,13.4506,144.76817
2013-09-11,Pacific,Hawaiian Archipelago,Pearl and Hermes Atoll,0.9,28.0569,35.4604,NA,NA,NA,7.991220385,NA,236.3776736125,2005.589495,NA,27.83462,-175.83368
2010-04-17,Pacific,Pacific Remote Islands Area,Kingman Reef,0.9,28.0574,34.81557509,NA,NA,NA,8.034747286,NA,233.66410859999993,1960.3,NA,6.38401,-162.41667
2010-04-17,Pacific,Pacific Remote Islands Area,Kingman Reef,0.9,28.0574,34.81674905,NA,NA,NA,8.038655242,NA,233.694886275,1958.2,NA,6.38401,-162.41667
2010-04-17,Pacific,Pacific Remote Islands Area,Kingman Reef,0.9,28.0574,34.81342285,NA,NA,NA,8.038975782,NA,233.71540472499998,1958.2,NA,6.38401,-162.41667
2018-07-02,Pacific,American Samoa,Tutuila,1,28.05820625,34.64028125,NA,NA,NA,8.058453974,NA,234.843919475,1957.4,NA,-14.29665,-170.72425
2019-07-20,Pacific,Hawaiian Archipelago,Lana'i,1,28.06129483,34.61172886,NA,NA,NA,8.030258423,NA,233.53073867499998,1963.4,NA,20.79023,-156.86916
2014-04-19,Pacific,Guam and Marianas Islands,Pagan,11.3,28.0623,34.8993,NA,NA,NA,8.0520175,NA,234.843919475,1959.1,NA,18.1223,145.76895
2016-09-26,Pacific,Hawaiian Archipelago,French Frigate Shoals,11,28.0625,35.0286,NA,NA,NA,8.039889337,NA,236.19813717500003,1977.5,NA,23.75046,-166.14594
2013-09-07,Pacific,Hawaiian Archipelago,French Frigate Shoals,12.2,28.0631,35.5641,NA,NA,NA,7.985288161,NA,233.526634985,1982.786662,NA,23.75046,-166.14594
2010-04-16,Pacific,Pacific Remote Islands Area,Kingman Reef,9.8,28.0654,34.80990105,NA,NA,NA,8.03513349,NA,234.05395915000003,1963.3,NA,6.38401,-162.41667
2019-07-16,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),1,28.06572233,34.37936092,NA,NA,NA,8.022020645,NA,232.53559385,1961.3,NA,19.3974,-155.66616
2010-04-11,Pacific,Pacific Remote Islands Area,Palmyra Atoll,0.9,28.0658,34.73673825,NA,NA,NA,7.993319073,NA,230.781266375,1959.9,NA,5.88248,-162.07633
2018-07-31,Pacific,Pacific Remote Islands Area,Jarvis Island,1,28.06731026,35.28904872,NA,NA,NA,7.976190941,NA,237.67546557499995,2027.1,NA,-0.37641,-159.99755
2010-04-17,Pacific,Pacific Remote Islands Area,Kingman Reef,6.7,28.0676,34.81498811,NA,NA,NA,8.037017356,NA,233.551257125,1957.7,NA,6.38401,-162.41667
2010-04-17,Pacific,Pacific Remote Islands Area,Kingman Reef,6.7,28.0676,34.81440114,NA,NA,NA,8.039117138,NA,233.45892409999996,1955.6,NA,6.38401,-162.41667
2010-04-17,Pacific,Pacific Remote Islands Area,Kingman Reef,6.7,28.0676,34.81440114,NA,NA,NA,8.042240175,NA,233.62307169999997,1955.2,NA,6.38401,-162.41667
2010-04-08,Pacific,Pacific Remote Islands Area,Palmyra Atoll,0.9,28.0681,34.94122341,NA,NA,NA,8.013781143,NA,234.76184567500002,1981.6,NA,5.88248,-162.07633
2014-03-30,Pacific,Guam and Marianas Islands,Guam,15.2,28.069,34.6462,NA,NA,NA,8.071742946,NA,232.84337059999996,1931.2,NA,13.4506,144.76817
2016-09-19,Pacific,Hawaiian Archipelago,Lisianski Island,14.3,28.0697,35.497,NA,NA,NA,7.873033531,NA,220.71696665,1928.7,NA,26.06534,-173.96715
2018-07-08,Pacific,American Samoa,Ofu and Olosega Islands,1,28.071055,35.1020825,NA,NA,NA,8.08426308,NA,235.44921374999998,1942.4,NA,-14.17662,-169.63896
2019-07-16,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),1,28.07192986,34.37074664,NA,NA,NA,8.013097134,NA,232.525334625,1966.5,NA,19.3974,-155.66616
2008-10-08,Pacific,Hawaiian Archipelago,French Frigate Shoals,0.3,28.0756,35.402,NA,NA,NA,8.035935024,NA,234.80288257499996,1964.9,NA,23.75046,-166.14594
2019-07-11,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),1,28.07560593,34.45485068,NA,NA,NA,8.019185171,NA,232.997258975,1966.4,NA,19.3974,-155.66616
2010-04-16,Pacific,Pacific Remote Islands Area,Kingman Reef,0.9,28.0781,34.81264022,NA,NA,NA,8.025941895,NA,233.62307169999997,1965.1,NA,6.38401,-162.41667
2019-07-17,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),15.2,28.08684783,34.4,NA,NA,NA,8.033271837,NA,231.2839684,1942.9,NA,19.3974,-155.66616
2008-09-19,Pacific,Hawaiian Archipelago,Maro Reef,7.3,28.0872,35.4683,NA,NA,NA,8.002253575,NA,233.53073867499998,1973.4,NA,25.41732,-170.59034
2014-03-25,Pacific,Guam and Marianas Islands,Guam,1,28.0876,34.4292,NA,NA,NA,8.043240356,NA,233.222961925,1954,NA,13.4506,144.76817
2014-03-29,Pacific,Guam and Marianas Islands,Guam,1,28.0886,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4506,144.76817
2015-08-06,Pacific,Hawaiian Archipelago,Pearl and Hermes Atoll,0.9,28.0916,35.6777,NA,NA,NA,7.871820113,NA,235.0183263,2058,NA,27.83462,-175.83368
2018-07-17,Pacific,American Samoa,Tutuila,1,28.09191929,34.69845679,NA,NA,NA,8.069094472,NA,236.6187654,1965.4,NA,-14.29665,-170.72425
2010-04-07,Pacific,Pacific Remote Islands Area,Palmyra Atoll,15.2,28.0932,34.92732427,NA,NA,NA,8.005450953,NA,234.38225434999998,1982.9,NA,5.88248,-162.07633
2019-08-28,Pacific,Hawaiian Archipelago,French Frigate Shoals,1,28.09381,35.04302872,NA,NA,NA,8.030632882,NA,236.84446834999997,1988.7,NA,23.75046,-166.14594
2011-04-09,Pacific,Guam and Marianas Islands,Tinian,12.2,28.0942,34.814,NA,NA,NA,8.061544267,NA,234.25914364999997,1948.4,NA,15.00491,145.63421
2014-04-08,Pacific,Guam and Marianas Islands,Aguijan (Goat Is.),16.2,28.0955,34.6747,NA,NA,NA,8.054459013,NA,233.29477649999998,1945.4,NA,14.85335,145.55865
2019-07-11,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),1,28.09848435,34.46351607,NA,NA,NA,8.015421074,NA,233.06907355,1969,NA,19.3974,-155.66616
2019-07-11,Pacific,Hawaiian Archipelago,Lana'i,1,28.10112375,34.59424279,NA,NA,NA,8.022349572,NA,233.45892409999996,1967.3,NA,20.79023,-156.86916
2018-07-13,Pacific,American Samoa,Ta'u,2,28.10315,34.64381,NA,NA,NA,8.080251016,NA,238.2192045,1972.5,NA,-14.23318,-169.46381
2018-07-13,Pacific,American Samoa,Ta'u,2,28.10315,34.64381,NA,NA,NA,8.081655496,NA,238.11661224999997,1970.7,NA,-14.23318,-169.46381
2018-07-13,Pacific,American Samoa,Ta'u,1,28.105175,35.3341625,NA,NA,NA,8.079676784,NA,238.86553567500002,1972.8,NA,-14.23318,-169.46381
2008-09-19,Pacific,Hawaiian Archipelago,Maro Reef,11.9,28.1056,35.4683,NA,NA,NA,7.996653726,NA,233.03829587500002,1972.1,NA,25.41732,-170.59034
2014-03-29,Pacific,Guam and Marianas Islands,Guam,15.8,28.106,34.7095,NA,NA,NA,8.054534403,NA,232.525334625,1938.3,NA,13.4506,144.76817
2016-05-18,Pacific,Pacific Remote Islands Area,Jarvis Island,7.6,28.10796667,35.30103333,NA,NA,NA,7.950247482,NA,237.25483734999997,2037.7,NA,-0.37641,-159.99755
2016-05-18,Pacific,Pacific Remote Islands Area,Jarvis Island,9.1,28.10796667,35.30103333,NA,NA,NA,7.953277823,NA,237.71650247499997,2040.1,NA,-0.37641,-159.99755
2016-05-19,Pacific,Pacific Remote Islands Area,Jarvis Island,0.9,28.1085,35.173,NA,NA,NA,7.997769601,NA,237.942205425,2017.2,NA,-0.37641,-159.99755
2011-04-09,Pacific,Guam and Marianas Islands,Tinian,10.4,28.1089,34.788,NA,NA,NA,8.047748419,NA,232.24833555,1939.5,NA,15.00491,145.63421
2008-09-19,Pacific,Hawaiian Archipelago,Maro Reef,11.6,28.109,35.249,NA,NA,NA,7.990861033,NA,232.46377927499998,1972,NA,25.41732,-170.59034
2019-08-28,Pacific,Hawaiian Archipelago,French Frigate Shoals,1,28.10900782,34.96714298,NA,NA,NA,8.01926302,NA,235.98269344999997,1988.5,NA,23.75046,-166.14594
2018-07-18,Pacific,American Samoa,Tutuila,1,28.11086242,35.17750934,NA,NA,NA,8.069873388,NA,237.8088355,1971.2,NA,-14.29665,-170.72425
2013-09-06,Pacific,Hawaiian Archipelago,French Frigate Shoals,12.5,28.1157,35.5702,NA,NA,NA,8.003554392,NA,235.045000285,1984.869803,NA,23.75046,-166.14594
2016-09-01,Pacific,Hawaiian Archipelago,French Frigate Shoals,14.3,28.1161,35.1246,NA,NA,NA,8.044345559,NA,237.224059675,1982.4,NA,23.75046,-166.14594
2010-04-08,Pacific,Pacific Remote Islands Area,Palmyra Atoll,13.4,28.1164,34.93848267,NA,NA,NA,8.003938749,NA,234.320699,1982.9,NA,5.88248,-162.07633
2016-09-25,Pacific,Hawaiian Archipelago,French Frigate Shoals,0.9,28.1169,34.811,NA,NA,NA,8.035816655,NA,235.69543514999998,1977,NA,23.75046,-166.14594
2019-07-12,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),0.9,28.11691872,34.34065378,NA,NA,NA,8.020213799,NA,231.8995219,1956.6,NA,19.3974,-155.66616
2010-04-07,Pacific,Pacific Remote Islands Area,Palmyra Atoll,0.9,28.1176,34.92869457,NA,NA,NA,8.013570914,NA,234.64899419999998,1980.4,NA,5.88248,-162.07633
2010-09-24,Pacific,Hawaiian Archipelago,Lisianski Island,0.9,28.1179,35.97056802,NA,NA,NA,7.867858066,NA,221.12733565000002,1932.1,NA,26.06534,-173.96715
2010-04-12,Pacific,Pacific Remote Islands Area,Palmyra Atoll,14.3,28.1192,34.93809113,NA,NA,NA,8.013256707,NA,234.63873497499995,1980.1,NA,5.88248,-162.07633
2019-07-19,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),1,28.12072734,34.23274799,NA,NA,NA,7.992962365,NA,230.7094518,1962.7,NA,19.3974,-155.66616
2010-04-12,Pacific,Pacific Remote Islands Area,Palmyra Atoll,12.5,28.1217,34.92380068,NA,NA,NA,8.026912907,NA,234.843919475,1973.8,NA,5.88248,-162.07633
2018-07-29,Pacific,Pacific Remote Islands Area,Jarvis Island,1,28.12172857,35.22944286,NA,NA,NA,8.031621888,NA,235.5928429,1975.4,NA,-0.37641,-159.99755
2014-04-10,Pacific,Guam and Marianas Islands,Saipan,16.5,28.1224,34.6375,NA,NA,NA,8.005606199,NA,230.247786675,1948,NA,15.18333,145.75
2018-07-15,Pacific,American Samoa,Tutuila,15.77011111,28.1253,35.08306667,NA,NA,NA,8.022638204,NA,235.890360425,1984.3,NA,-14.29665,-170.72425
2019-07-17,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),15.2,28.12551304,34.4,NA,NA,NA,8.005033766,NA,231.01722855,1956.9,NA,19.3974,-155.66616
2016-09-01,Pacific,Hawaiian Archipelago,French Frigate Shoals,0.9,28.1256,34.9429,NA,NA,NA,8.043378362,NA,237.244578125,1984.8,NA,23.75046,-166.14594
2019-07-29,Pacific,Hawaiian Archipelago,Kaua'i,1,28.12612734,34.67415649,NA,NA,NA,8.035905754,NA,233.84877464999997,1961.7,NA,NA,NA
2018-07-09,Pacific,American Samoa,Ofu and Olosega Islands,1,28.12725931,35.05264269,NA,NA,NA,8.129910262,NA,237.38820727499998,1928.7,NA,-14.17662,-169.63896
2011-04-07,Pacific,Guam and Marianas Islands,Saipan,0.9,28.1312,34.841,NA,NA,NA,8.048661371,NA,233.47944255000002,1949.3,NA,15.18333,145.75
2014-04-11,Pacific,Guam and Marianas Islands,Saipan,15.2,28.1331,34.7084,NA,NA,NA,8.035674833,NA,232.40222392500002,1948.5,NA,15.18333,145.75
2016-05-17,Pacific,Pacific Remote Islands Area,Jarvis Island,7.6,28.13473333,35.26636667,NA,NA,NA,7.951611825,NA,236.81369067500003,2033,NA,-0.37641,-159.99755
2016-05-17,Pacific,Pacific Remote Islands Area,Jarvis Island,9.1,28.13473333,35.26636667,NA,NA,NA,7.955108656,NA,237.19328199999998,2034.4,NA,-0.37641,-159.99755
2011-04-07,Pacific,Guam and Marianas Islands,Saipan,0.9,28.1349,34.789,NA,NA,NA,8.061786786,NA,234.4027728,1949.5,NA,15.18333,145.75
2016-09-21,Pacific,Hawaiian Archipelago,Lisianski Island,13.1,28.1375,35.4187,NA,NA,NA,7.907926001,NA,225.18998875000003,1951.4,NA,26.06534,-173.96715
2016-09-21,Pacific,Hawaiian Archipelago,Lisianski Island,13.1,28.1375,35.4187,NA,NA,NA,7.931318345,NA,222.5431087,1915.3,NA,26.06534,-173.96715
2016-09-01,Pacific,Hawaiian Archipelago,French Frigate Shoals,0.9,28.1376,35.1202,NA,NA,NA,8.043053325,NA,237.03939362499997,1981.7,NA,23.75046,-166.14594
2014-04-21,Pacific,Guam and Marianas Islands,Pagan,10.7,28.1384,34.8477,NA,NA,NA,8.057210277,NA,234.39251357499995,1951.6,NA,18.1223,145.76895
2013-09-06,Pacific,Hawaiian Archipelago,French Frigate Shoals,0.9,28.1394,35.5325,NA,NA,NA,8.029100328,NA,238.69523253999998,2001.706331,NA,23.75046,-166.14594
2010-04-17,Pacific,Pacific Remote Islands Area,Kingman Reef,9.8,28.1398,34.84120791,NA,NA,NA,8.023613308,NA,231.76615197499999,1949.2,NA,6.38401,-162.41667
2018-07-15,Pacific,American Samoa,Tutuila,14.91966667,28.14002222,35.09255556,NA,NA,NA,8.040498723,NA,235.910878875,1973.3,NA,-14.29665,-170.72425
2016-08-15,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),9.4,28.1413,34.7935,NA,NA,NA,8.043288205,NA,234.60795729999998,1962.6,NA,19.3974,-155.66616
2018-07-29,Pacific,Pacific Remote Islands Area,Jarvis Island,1,28.14141333,35.46418333,NA,NA,NA,7.995018916,NA,236.72135765000002,2005.6,NA,-0.37641,-159.99755
2018-07-14,Pacific,American Samoa,Tutuila,14.70122222,28.142,35.09637778,NA,NA,NA,8.078951115,NA,237.41898494999998,1962,NA,-14.29665,-170.72425
2018-07-15,Pacific,American Samoa,Tutuila,14.653,28.14212222,35.10245556,NA,NA,NA,8.071521303,NA,237.183022775,1964.7,NA,-14.29665,-170.72425
2019-07-19,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),1,28.14782404,33.20651753,NA,NA,NA,8.018998834,NA,231.58148592500004,1962.8,NA,19.3974,-155.66616
